LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"constrained_wateradj_renunconv_oilCstorage_defaultdefault_offshore_cost1p5_low_os_p2_co2_only_noDAC,date=2020-17-3T16:24:36-04:00",Global,All LandLeaf,1073.3973999128582,1077.6106965800097,1082.0233694900778,655.262197525444,581.0724546286456,525.7925734784792,667.9026907362675,-43.99552189001888,35.747919946071264,-132.71140206458114,-373.1250987960855,-273.2315065618446,-927.874027827289,-883.5778347301592,-746.3976214573063,-625.5150606511161,-542.1930201775278,-485.6069006367395,-443.4371763893513,-406.7709435724013,-377.00841155576836,-350.0786265425879,-329.43073993745065,-316.04877110428384,-308.8436453614849,MtC/yr,
