LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"constrained_wateradj_renunconv_oilCstorage_defaultdefault_offshore_cost1p5_high_os_p4_co2_only_dac1_med_regionalized,date=2020-17-3T16:24:36-04:00",Global,All LandLeaf,1073.3973999128582,1077.6106965800097,1082.0233694900778,655.262197525444,581.0724546286456,525.7925734784792,667.9026907362675,-44.013675442076966,35.74604484551015,54.28775887942876,-126.1026956649933,-409.8812211922545,-615.5087152168194,-724.4275836110774,-853.8199692723688,-710.1611166592133,-574.6059083629992,-481.3138414483649,-417.37139224167026,-381.38248392590594,-360.72195997242284,-342.9506247401355,-323.9911629826262,-303.05912180428834,-287.1870978640352,MtC/yr,
