year,bioenergy crop cultivation,food crop,forest,pasture,grassland/shrubland,non-food crop,other arable land,non-arable land
2010.0,0.0,8.269359076234007,30.024750037689003,33.02956870275156,31.750395943877987,3.290926581131096,3.7046475058090005,21.616585596662997
2015.0,0.0,8.471370428528537,30.036451689472,33.00430644069886,31.642524334958985,3.4337176632661293,3.481275881317998,21.616585596662997
2020.0,0.2273993071466019,8.587597388301516,30.032412591674998,32.95915097221715,31.52134002258798,3.5029947447080896,3.2387497927860003,21.616585596662997
2025.0,0.460095175317134,8.666783358848855,30.05338995162,32.934339238116806,31.396688601706987,3.5609927173431326,2.997355918831001,21.616585596662997
2030.0,0.8010154887128689,8.552890949103283,30.315920835211195,32.878086678865714,31.281615105098982,3.525250704870322,2.7148681140357995,21.616585596662997
2035.0,1.5828042558411297,8.202856752311861,30.69728851228277,32.69943837857419,31.162810100427986,3.3605223868572303,2.3639236394664995,21.616585596662997
2040.0,2.859697073693843,7.846109914802118,30.823567687212776,32.38487499517763,30.999674431163985,3.1644215367850332,1.9913018597965009,21.616585596662997
2045.0,4.117250667300815,7.481948481053795,30.874441453092793,32.06460558033435,30.848832320776985,2.977785829055654,1.7047800748056006,21.616585596662997
2050.0,4.326775338649166,7.394672161229823,30.949395788015714,32.01162755943984,30.805621870045986,2.9398914503763725,1.6416626493067008,21.616585596662997
2055.0,4.350664924219673,7.3518036829707025,31.04807200267197,31.97957994365933,30.79965727951299,2.901348311593389,1.6385180024724895,21.616585596662997
2060.0,4.3364319038050105,7.302461342610623,31.14100942129546,31.95965835703857,30.803711709658987,2.874572390246404,1.6518018361865,21.616585596662997
2065.0,4.25718660805736,7.238944061628801,31.24074291839829,31.982673619640842,30.825146631206987,2.8307025089191917,1.6942498788002303,21.616585596662997
2070.0,4.138464993503963,7.168740863440311,31.34180722070582,32.01646639065941,30.855773476863984,2.7961663215834296,1.7522280596559905,21.616585596662997
2075.0,4.047274085803254,7.08328012125507,31.43181806929817,32.04696076724468,30.887548918933987,2.761554781745728,1.81120671289806,21.616585596662997
2080.0,3.9963701048360094,6.986394158657726,31.505939354839512,32.072983873370234,30.918984802615984,2.7214920850394773,1.8674812412521398,21.616585596662997
2085.0,3.9654395731095016,6.882232321883801,31.566569345066526,32.102563279027514,30.949945835149986,2.678504548951837,1.9243950147384186,21.616585596662997
2090.0,3.9390748703588248,6.771013618355537,31.61979340424169,32.13794184433039,30.98292497290699,2.6339453759244322,1.98495208874317,21.616585596662997
2095.0,3.8753648181076854,6.663191490555063,31.67293372297621,32.19152701343774,31.02146641310899,2.5884914453408654,2.0566711654605303,21.616585596662997
2100.0,3.7499934917115114,6.5551204259517135,31.735108577108893,32.266348130888915,31.068770022832986,2.546883620974825,2.1474230026394188,21.616585596662997
