region_crop,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Africa_Eastern,1.0,1.0,1.0,1.0332156972599167,1.0610436532264045,1.1067578948037542,1.285833545837131,1.747868575194496,2.3746014823140427,3.3319693102572665,3.7176913840152777,4.17540259059085,4.600180694386878,4.956359936858425,5.295197686568393,5.677619199903404,6.057145183970495,6.370757478994586,6.638665066815555,6.829146902088906,6.933521247579062
Africa_Northern,0.9999999999999999,1.0,1.0,0.9840779961468338,0.9823208138714373,0.9867690951969147,1.0272313460340545,1.181056030038556,1.4360672579722267,1.8599049524146383,2.028088220407141,2.1870420239024133,2.3219020279170266,2.4149505768625845,2.4909526758720606,2.5825250556087487,2.674570977441625,2.7389696753107473,2.7845319198957794,2.7963975013745532,2.768449210928882
Africa_Southern,1.0,1.0000000000000002,1.0,1.010463975204745,0.9934834573282185,1.0156169488808933,1.3262637820274972,2.0800098521293027,3.024735453633703,4.398668846478546,4.888266207204063,5.484339719933235,6.040077880868611,6.508240855136678,6.9640782935971846,7.4876109159495945,8.018714740756282,8.468561952047335,8.862390836455955,9.154515318631827,9.331041266069443
Africa_Western,1.0,1.0000000000000002,1.0,1.038003138945166,1.090345699594865,1.167453113144724,1.4446728000453444,2.1779946109485575,3.2849478980735882,5.0391267362416325,5.80152310341537,6.664538648705296,7.470650756784601,8.156753420758118,8.816790484908063,9.563008366900382,10.318139323258098,10.959945414433141,11.52147865032753,11.941406764798556,12.201881593769206
Argentina,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0105114609759676,1.0141257567948831,1.0284802949570329,1.0938482624976626,1.302676413358528,1.6437805489858388,2.204013395454427,2.4235089203291467,2.603060456786693,2.7627753183611143,2.870876709436846,2.971562956081489,3.1029808089686863,3.2352478371066065,3.330038164083594,3.4035780127129938,3.4359655172719004,3.417538381019207
Australia_NZ,1.0,1.0,1.0,0.9611153698800745,0.9370571823958648,0.9233770729020245,0.9549553135931328,1.1334941180839948,1.4190530185137462,1.8833924046143695,2.0778050829184664,2.2516059344459505,2.4068825658682194,2.525667243979131,2.632012946365935,2.7597790526105874,2.8908627797458877,2.990830511954367,3.07169442284256,3.1179014905488196,3.116203194666686
Brazil,0.9999999999999999,0.9999999999999999,1.0,0.9810565417474983,0.9671513005396895,0.9675075778457675,1.033650610464994,1.2733755813291612,1.6163079122055273,2.147974553760591,2.368183228442016,2.5543157684969566,2.7296631578712303,2.8388578458732363,2.9449079648191083,3.074764744744597,3.2069957318632962,3.3078975939199733,3.3910072893810326,3.437667035967773,3.4458065449197948
Canada,1.0,1.0,1.0,1.0012217573284947,1.0022220543900227,1.0045827197502635,1.0181340809435382,1.0667010529855592,1.1652260302584891,1.3383497455349969,1.4140727164469382,1.4784364357504627,1.536542513623403,1.5740084940496448,1.6102431221875477,1.6624466504253146,1.720077724102845,1.76835426520716,1.8091193793006801,1.8340182167540988,1.8409219385809448
Central America and Caribbean,1.0,1.0,1.0000000000000002,0.9751229896632302,0.9704225889468502,0.9766089365254712,1.02639198608402,1.2171628287656253,1.548662503580567,2.102104578056033,2.3247923688452383,2.50339347109283,2.6455109243098245,2.731756335237051,2.7972192737992327,2.8811147263525645,2.965974056504736,3.0199518920354294,3.050696472827257,3.0364420401332843,2.9655783673306972
Central Asia,1.0,1.0,1.0,1.0086718351432813,1.0250882808993023,1.045395991483344,1.1080724612256179,1.2888907533890133,1.5676121747225227,2.0210076916280197,2.2006352972360492,2.3536236279043004,2.484913026386833,2.574927830258663,2.655090192775019,2.7540115513269354,2.855282980312089,2.9294439668741306,2.987220077028756,3.012222537943715,2.995654827270024
China,1.0,1.0,1.0,1.0141365624906098,1.0267449243123723,1.0498001727191744,1.1159946940858334,1.2684959882388724,1.5027784935714203,1.8638562879496294,1.9861386309686948,2.061243093991768,2.112496206829359,2.1372820976072466,2.1446848526730764,2.169851376027455,2.1984079955271603,2.2094219809026576,2.205876041798957,2.1807034568100616,2.1266549301527244
Colombia,1.0,1.0000000000000002,1.0,0.9904173021498875,0.9929365703013006,1.0021395492113625,1.036506111544992,1.1369233097142197,1.3098428268841236,1.620719747574496,1.7358583959445262,1.841391535910406,1.9360518878741015,1.9979394767335041,2.049314393608258,2.1124412235577688,2.1725195556701196,2.2121544921120995,2.2430719563273116,2.2457912815694843,2.2204480301556773
EU-12,0.9999999999999999,1.0,1.0,0.996008955111082,1.0023768664193262,1.0175670062333755,1.0879612642785708,1.313391205357807,1.6693687055241317,2.2402582299936276,2.4760830110913403,2.655125012695101,2.8040576124813414,2.899037342226962,2.9753378933958796,3.0767632707304085,3.1830598710553017,3.2581024881703096,3.3120457393161606,3.327470252470538,3.2912656373851483
EU-15,1.0,1.0,0.9999999999999998,1.0072748155958426,1.0197360881022974,1.0403908046934942,1.1142449456591328,1.3378195994309938,1.7004169818541575,2.2844936833554654,2.5366953723107635,2.73323920560657,2.8966656521662264,3.005876987373571,3.098035092763962,3.216378291830261,3.33623472607077,3.4209646331827406,3.480542523420173,3.4952652823212738,3.454148165701408
Europe_Eastern,1.0,1.0,1.0,0.9937798702865419,0.998018385166591,1.011582187114852,1.0791658126474437,1.2998622566064488,1.6655602441903266,2.2567422551744247,2.4951041022130527,2.681125777212802,2.839569553066519,2.943526663128798,3.033875236747276,3.154927998778045,3.280791119196793,3.372103692696344,3.439477679776128,3.463970836991485,3.432009293539883
Europe_Non_EU,1.0,1.0,1.0,0.9900127281220117,0.9855712502412948,0.9895683317988,1.0435679193929248,1.2573886536486074,1.589284641361071,2.1187479449550084,2.3515673936880837,2.533872698894035,2.6941161146032435,2.8110669112689965,2.904621337543355,3.020757552874122,3.1394530586854943,3.2256541567878223,3.2906160847083807,3.3218710331282386,3.3031520983340372
European Free Trade Association,1.0,1.0,1.0,1.0003556496035606,1.0154833144965878,1.049513864834285,1.1512713530148089,1.37143366643229,1.7317177350029904,2.3155830666162056,2.562928991695604,2.7832379029465644,2.977129858206954,3.1126815230887837,3.229429458534553,3.3703528325069767,3.5109650342022567,3.6117437931589547,3.6860814202493777,3.707788212908797,3.669776229362075
