LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"constrained_wateradj_renunconv_oilCstorage_defaultdefault_offshore_cost1p5_low_os_p2_co2_only_dac1_high_regionalized,date=2020-17-3T16:24:36-04:00",Global,All LandLeaf,1073.3973999128582,1077.6106965800097,1082.0233694900778,655.262197525444,581.0724546286456,525.7925734784792,667.9026907362675,-44.013675442076966,35.74604484551015,-132.711171193511,-373.12767682634086,-272.9871510018751,-954.1861926189047,-841.218371161557,-667.0655712574754,-547.3089079734675,-474.20405864257077,-426.69791298128405,-404.7090277468584,-384.9526085951052,-363.2198645217584,-339.3971074354203,-315.4728696654191,-303.78036810244794,-307.0681179312847,MtC/yr,
