,GCAM_basin_ID,Basin_name,GLU_code,GLU_name,ISO,ISO_NUM,Country_name,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,sector
0,1,Arctic_Ocean_Islands,GLU001,ArcticIsl,GRL,304,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biomass
1,2,Northwest_Territories,GLU002,NWTerr,CAN,124,Canada,0.0,0.0,0.0,0.0,0.023652498836,0.107342074614,0.320421961817,0.6487112572874999,0.68979723840955,0.70238069638224,0.681250369313674,0.6335898889012399,0.576537169489446,0.518248532095891,0.478064963021757,0.45361145462575797,0.43350078393860497,0.41114747656665895,0.381562053409723,0.35319072450777805,0.33746795843030003,biomass
2,3,Siberia_North_Coast,GLU003,SiberiaN,RUS,643,Russian Federation,0.0,0.0,0.0,0.0,7.44816e-07,2.4986e-07,3.34254e-07,4.52684e-07,4.3382199999999995e-07,4.18782e-07,4.03162e-07,3.9040799999999996e-07,3.77806e-07,3.65938e-07,3.57722e-07,3.52314e-07,3.47928e-07,3.43628e-07,3.38644e-07,3.3407600000000003e-07,3.3111999999999996e-07,biomass
3,4,Siberia_West_Coast,GLU004,SiberiaW,RUS,643,Russian Federation,0.0,0.0,0.0,0.0,0.00396595793,0.0239911904,0.1018805982,0.29269561655,0.34630676612000005,0.38290042541999997,0.401045536471,0.404946057146,0.39925181127299997,0.388191099738,0.3843379080643,0.3883767209395,0.3944906826929,0.3978365317791,0.39536761574179996,0.3919663591134,0.3936480012882,biomass
4,5,Kara_Sea_Coast,GLU005,KaraSea,RUS,643,Russian Federation,0.0,0.0,0.0,0.0,1.634132e-06,3.3742199999999996e-07,4.12494e-07,5.461719999999999e-07,5.16706e-07,4.93606e-07,4.7e-07,4.50874e-07,4.32136e-07,4.146e-07,4.0249e-07,3.94516e-07,3.88058e-07,3.81752e-07,3.7448e-07,3.6783200000000003e-07,3.6353400000000003e-07,biomass
5,6,Lena,GLU006,LenaR,RUS,643,Russian Federation,0.0,0.0,0.0,0.0,8.11449221,33.89374891,91.19223299000001,164.01999793299998,174.99556916800003,181.2109859718,182.8090809106,180.25761687169998,175.2655860159,168.59320772107003,164.37897814074,163.11543634927,162.72313762262002,161.57096033772999,158.314168943527,154.681687118956,153.46162151580998,biomass
6,7,Pacific_and_Arctic_Coast,GLU007,PacArctic,USA,840,United States,0.0,0.0,0.0,0.0,0.0404617196,0.22207429386,0.8567868196600001,1.89122269633,1.99839100076,2.033111502588,1.9864725031950001,1.9538884180199998,1.8900502584878998,1.813668156041,1.7706917948501,1.7650508017568998,1.7724049171199001,1.7725097422359901,1.74938721942658,1.72444452304817,1.7350165852712502,biomass
7,8,Scandinavia_North_Coast,GLU008,ScndnvN,NOR,578,Norway,0.0,0.0,0.0,0.0,1.4764977163,4.706119928700001,11.454222536706,19.695427870640003,20.375430593986003,21.026172562059998,21.071561216196002,20.569422372665997,19.894492356836,19.195080848074,18.627327987304,18.450093920448,18.38253421414,18.214626014146,17.6097236931,17.03783399647,16.97201665459,biomass
8,9,Russia_Barents_Sea_Coast,GLU009,BarentsSea,RUS,643,Russian Federation,0.0,0.0,0.0,0.0,0.1649869252353,0.7233531498450001,2.1829132565219,4.71458479298671,5.070255932232551,5.234474990170863,5.196966760445997,5.016889184104902,4.7489308537565,4.4357251219773,4.2401461627831,4.16295306027392,4.120846351010851,4.05491390571101,3.9192290961762604,3.77749478928911,3.7192320928572333,biomass
9,10,Mackenzie,GLU010,Mackenzie,CAN,124,Canada,0.0,0.0,0.0,0.0,0.15676859157200002,0.7109574759950001,2.148020503395,4.3289243076914,4.627546955163,4.738330199019851,4.63462952521178,4.35221239612788,4.00170926140125,3.6345271131119823,3.3798990031216416,3.22830451582166,3.105236165449037,2.964575753101261,2.769944692925884,2.579739054442018,2.477518308784896,biomass
10,11,Iceland,GLU011,Iceland,ISL,352,Iceland,0.0,0.0,0.0,0.0,2.72158e-07,8.022750000000001e-08,1.123613e-07,1.6301541e-07,1.6073762000000002e-07,1.5949747e-07,1.56959125e-07,1.5437181899999998e-07,1.51736946e-07,1.49376235e-07,1.47741386e-07,1.4706110599999998e-07,1.46517699e-07,1.45729688e-07,1.44272317e-07,1.42888655e-07,1.4239931700000002e-07,biomass
11,12,Sweden,GLU012,Sweden,SWE,752,Sweden,0.0,0.0,0.0,0.0,3.7176421849,13.749135942000002,33.160034036999996,55.491205774899996,55.4635953293,51.6130132871,46.806554636810006,44.83800999725,42.65615004690001,40.7379709005,39.379615468829996,38.74832936043,38.521330729407005,38.269153585246,37.556745026303005,36.762976199805,36.659367727679,biomass
12,13,Finland,GLU013,Finland,FIN,246,Finland,0.0,0.0,0.0,0.0,1.3878867058118,5.200644106043501,12.7484439614552,21.55103590013409,21.678559745983414,21.425302310247055,20.3873922074136,19.582411551861245,18.6894814941684,17.913530382832498,17.382238981763003,17.162428119689498,17.1180465970192,17.06609267227518,16.82730732445766,16.557847142681048,16.57566845728048,biomass
13,14,Northern_Dvina,GLU014,DvinaRN,RUS,643,Russian Federation,0.0,0.0,0.0,0.0,0.009359521704,0.038030468932,0.102954422168,0.2094764959529,0.2188397170992,0.22124852574107,0.21540147678507998,0.20422795204351,0.190086728232372,0.17489909129017103,0.165072873153676,0.16004057607013897,0.156311585196978,0.15176023238059003,0.14481882888739003,0.13793450180202999,0.13424951076548,biomass
