LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"constrained_wateradj_renunconv_oilCstorage_defaultdefault_offshore_cost1p5_high_os_p4_co2_only_dac1_high_regionalized,date=2020-17-3T16:24:37-04:00",Global,All LandLeaf,1073.3973999128582,1077.6106965800097,1082.0233694900778,655.262197525444,581.0724546286456,525.7925734784792,667.9026907362675,-44.013675442076966,35.74604484551015,54.28775887942876,-126.1026956649933,-409.88122018215444,-615.5087503590711,-651.6330052552327,-933.1488148110952,-809.4410548336754,-636.9522974007401,-515.1246576977198,-438.5888576935574,-391.1323992010626,-364.8832358517491,-344.0857848022573,-324.3435278952958,-306.0691828780982,-291.46512638663637,MtC/yr,
